zone,short_term,beta_coef,ci_low,ci_high
High,cooling,0.3066711114089612,-0.029079041116180038,-0.44886128104595874
High,warming,3.632969899073546,1.7748170547242765,0.2363757406024773
Low,cooling,3.371601525344547,2.31663724288036,0.8892335225756002
Low,warming,0.14071418582216924,-0.16332625577436147,0.9984708414615542
Mid,cooling,0.40770247792733605,0.05007838429475203,-0.6118488248857105
Mid,warming,0.7178305459761607,-0.0473619310821497,-0.5711447495038817
