zone,short_term,beta_coef,ci_low,ci_high
Low,warming,-0.3581814748803609,-0.7454069061684324,0.02904395640771062
Mid,warming,0.24516791725250336,-0.6433494330580609,1.1336852675630675
Mid,cooling,0.43489206684966947,0.00993188534935451,0.8598522483499844
Low,cooling,4.441968170417573,3.0941826321981605,5.789753708636985
High,warming,3.4158199527411455,2.083224830240349,4.748415075241942
High,cooling,0.360052534391646,0.06412905809931851,0.6559760106839734
