zone,short_term,beta_coef,ci_low,ci_high
Mid,warming,1.785923020936171,0.8773098795278541,2.694536162344488
Mid,cooling,1.9511947627571224,1.483309027690757,2.419080497823488
Low,warming,0.3074194675032267,0.07433051281621017,0.5405084221902432
Low,cooling,4.508582720109612,3.7679625640843866,5.249202876134837
High,cooling,0.25501995381237047,-0.09397043328136284,0.6040103409061037
High,warming,2.6288243757316567,1.7648393018679582,3.492809449595355
