zone,temp,beta_coef,ci_low,ci_high
High,warm,-0.12897033149651801,-0.3155718453939489,0.05763118240091289
High,cool,-0.23210216341534412,-0.43153122382298337,-0.0326731030077049
Low,warm,0.053993367622588176,-0.10915823438397708,0.21714496962915342
Low,cool,-0.01859321424473667,-0.0922603186618213,0.055073890172347956
Mid,warm,0.1336096520955966,0.09802748879500656,0.16919181539618666
Mid,cool,-0.08846694032745234,-0.12948705462217366,-0.04744682603273101
